Tesla,Ford,Tesla_Log_Return,Ford_Log_Return,Tesla_MA_5,Tesla_MA_50,Tesla_Volatility,polarity,date,Tesla_MA_100,Tesla_MA_200,Tesla_Bollinger_Upper_5,Tesla_Bollinger_Lower_5,Tesla_Bollinger_Upper_50,Tesla_Bollinger_Lower_50,Tesla_RSI_5,Tesla_RSI_50,Tesla_MACD,Tesla_Log_Return_Lag1,Tesla_Log_Return_Lag5,Tesla_Direction
248.4199981689453,11.518999099731445,-0.00024148746074577508,-0.0024640632876146407,253.62599487304686,233.46199951171874,0.02333883282339113,0.557,2024-01-02,241.6211993408203,229.56959953308106,264.750092153406,242.50189759268773,266.981892667043,199.9421063563945,40.602206675716126,56.07223963608795,4.446429622135099,-0.018738327073791184,-0.007731210565404946,0
238.4499969482422,11.092720985412598,-0.04096122279932548,-0.03770864166020537,249.9939971923828,233.99119934082032,0.026416672555733847,0.9225000000000001,2024-01-03,241.55229934692383,229.8611994934082,266.70313296832734,233.2848614164383,266.95837611960695,201.02402256203368,17.361657688926087,55.63074331388968,3.133420695209537,-0.00024148746074577508,0.01598774007390915,0
237.92999267578125,11.064301490783691,-0.0021831499656647054,-0.002565282428574396,245.2919952392578,234.50819915771484,0.024897957795339282,0.796,2024-01-04,241.5050993347168,230.1345994567871,258.8264060265399,231.75758445197567,266.878221443959,202.1381768714707,0.0,55.490884821017005,2.027519677220141,-0.04096122279932548,0.018647455510860632,0
237.49000549316406,11.225340843200684,-0.0018509415250833076,0.014449954117226238,242.15399780273438,234.92759918212892,0.022194899018471024,0.34,2024-01-05,241.48239944458007,230.33414947509766,253.66901739630472,230.63897820916404,266.8871346876992,202.96806367655867,0.0,54.531310750933635,1.1028686807266013,-0.0021831499656647054,-0.032104151730159784,0
240.4499969482422,11.33901596069336,0.012386614576639277,0.010075720763672235,240.547998046875,235.48819915771483,0.019893922902966616,0.9684999999999999,2024-01-08,241.55729934692383,230.58064949035645,249.63561981104866,231.46037628270133,266.81333681241415,204.16306150301554,21.218604590112292,56.08686184132397,0.6019833872324796,-0.0018509415250833076,-0.018738327073791184,1
234.9600067138672,11.21586799621582,-0.023096839566935645,-0.010919957597372743,237.8559997558594,236.07219940185547,0.02064912395590171,0.921,2024-01-09,241.65089935302734,230.79434951782227,241.80667774203093,233.90532176968784,266.20110216036306,205.9432966433479,15.27345392359257,56.3733224023522,-0.23525625898497537,0.012386614576639277,-0.00024148746074577508,0
233.94000244140625,11.206395149230957,-0.004350632806278706,-0.000844950171800572,236.9540008544922,236.60499938964844,0.019049444031378343,0.979,2024-01-10,241.79809936523438,231.01199951171876,242.10395704482303,231.80404466416135,265.57713274576605,207.63286603353083,28.37965353842283,55.82779170736556,-0.969900125944406,-0.023096839566935645,-0.04096122279932548,0
227.22000122070312,11.092720985412598,-0.029145966144498332,-0.010195484683150804,234.81200256347657,237.20219940185547,0.017176088459927956,0.22449999999999998,2024-01-11,241.91539932250976,231.1890495300293,244.68010543100579,224.94389969594735,264.0236591788542,210.38073962485674,17.799134202311862,56.62554431471922,-2.070491285744282,-0.004350632806278706,-0.0021831499656647054,0
218.88999938964844,10.855899810791016,-0.03734939877742937,-0.021580432564008184,231.09200134277344,237.56319946289062,0.017856044252226096,-0.013,2024-01-12,241.79149932861327,231.3375495147705,247.66082429945777,214.5231783860891,262.827753864129,212.29864506165222,12.071748700326452,53.92067510682777,-3.5736840352358,-0.029145966144498332,-0.0018509415250833076,0
219.91000366210938,10.855899810791016,0.004649070658851297,0.0,226.98400268554687,237.84819946289062,0.018755907769893627,0.703,2024-01-16,241.6586993408203,231.46769950866698,242.07083865964938,211.89716671144436,261.9380094960597,213.75838942972152,4.517290477178392,53.14722403791573,-4.629305546176852,-0.03734939877742937,0.012386614576639277,1
215.5500030517578,10.675914764404297,-0.020025473044372827,-0.016718445905877163,223.102001953125,237.78899963378908,0.018392566397240132,-0.013,2024-01-17,241.4455993652344,231.5690495300293,237.91357440990882,208.2904294963412,262.0864342297856,213.49156503779255,4.755261967294274,49.32079129463301,-5.751410134250705,0.004649070658851297,-0.023096839566935645,0
211.8800048828125,10.410675048828125,-0.017172815629643214,-0.025158520945663992,218.69000244140625,237.62739959716797,0.015917570313513502,0.318,2024-01-18,241.26399948120118,231.591149520874,230.11475381058878,207.26525107222372,262.5092798319536,212.74551936238234,4.232381801397736,48.164636886607816,-6.857772156797068,-0.020025473044372827,-0.004350632806278706,0
212.19000244140625,10.609604835510254,0.0014620115002590317,0.01892798068628899,215.6840026855469,237.48579956054687,0.01620182277093537,0.0,2024-01-19,240.99999954223634,231.67824951171875,223.08899370591254,208.27901166518123,262.8696080614951,212.1019910595986,7.518381274734068,48.38900458784495,-7.621699609596078,-0.017172815629643214,-0.029145966144498332,1
208.8000030517578,10.609604835510254,-0.016105240597581734,0.0,213.66600341796874,237.2181997680664,0.015887515837206132,0.278,2024-01-22,240.69979949951173,231.75934951782227,222.1266962314009,205.20531060453658,263.52589858094996,210.9105009551828,10.431386910232845,46.96213094248008,-8.40378859532683,0.0014620115002590317,-0.03734939877742937,0
209.13999938964844,10.77064323425293,0.0016270106278732431,0.015064506613918062,211.51200256347656,236.95879974365235,0.014268471580666046,0.84,2024-01-23,240.2193995666504,231.8774494934082,216.97843630889403,206.04556881805908,264.11658089227694,209.80101859502776,5.3852056650978,47.058823122329414,-8.893644490579561,-0.016105240597581734,0.004649070658851297,1
207.8300018310547,10.448565483093262,-0.006283434610725192,-0.030359519371030184,209.96800231933594,236.91579986572265,0.014060084737768192,0.633,2024-01-24,239.7286996459961,231.9912995147705,213.8685017198873,206.06750291878458,264.2541421477687,209.57745758367665,7.206149536314939,49.48729096396081,-9.280583877681607,0.0016270106278732431,-0.020025473044372827,0
182.6300048828125,10.74222469329834,-0.12925817170128795,0.02771751389032273,204.11800231933594,236.2754000854492,0.03921823363352494,0.8140000000000001,2024-01-25,238.97419982910156,231.98189956665038,228.36283157446408,179.8731730642078,267.0293831651094,205.52141700578903,2.1276404458465095,43.04517993905234,-11.48823604432863,-0.006283434610725192,-0.017172815629643214,0
183.25,10.789588928222656,0.003389065826718794,0.00439947253425316,198.3300018310547,235.4661999511719,0.040152382921403586,0.8294999999999999,2024-01-26,238.35659988403322,231.96419960021973,226.44802687154606,170.2119767905633,269.5216232931397,201.41077660920405,3.110796859239329,40.87752225739289,-13.037499686406619,-0.12925817170128795,0.0014620115002590317,1
190.92999267578125,10.941155433654785,0.04105548959785763,0.013949725857391763,194.75599975585936,234.5365997314453,0.04416916268557186,0.796,2024-01-29,237.70099990844727,232.01614959716798,220.67693893534897,168.83506057636976,270.83883762270534,198.23436184018524,24.580339635238758,39.22776961501645,-13.490085748810998,0.003389065826718794,-0.016105240597581734,1
191.58999633789062,11.159029960632324,0.0034508226289791306,0.019717625160354343,191.24599914550782,233.5115997314453,0.04411554779949027,0.907,2024-01-30,237.0976998901367,232.044599609375,211.578699376938,170.91329891407764,271.7019136308787,195.32128583201185,25.260769667907184,37.85372159146798,-13.638292932933211,0.04105548959785763,0.0016270106278732431,1
187.2899932861328,11.102193832397461,-0.022699471099276523,-0.005106300737113519,187.13799743652345,232.58559967041015,0.044165644695290475,0.756,2024-01-31,236.4556997680664,232.05604957580567,195.48432272261718,178.79167215042972,272.95146004719544,192.21973929362485,23.29691483562479,38.76322469906623,-13.942007717409268,0.0034508226289791306,-0.006283434610725192,0
188.86000061035156,11.462162017822266,0.008347821172369478,0.031908619895690944,188.38399658203124,231.67679962158203,0.0446994841527254,0.859,2024-02-01,235.85929977416993,232.06514961242675,195.05796650214765,181.71002666191484,273.8889710322619,189.4646282109022,71.00470316360034,39.017786138839945,-13.895834867788608,-0.022699471099276523,-0.12925817170128795,1
187.91000366210938,11.500053405761719,-0.005042858776994556,0.0033003280941090755,189.3159973144531,230.7229995727539,0.04453690880008545,0.637,2024-02-02,235.00259994506837,232.08314964294433,193.06639676681448,185.56559786209175,274.691940362916,186.7540587825918,65.3694015053456,38.45445945622463,-13.77708569808479,0.008347821172369478,0.003389065826718794,0
181.05999755859375,10.979046821594238,-0.03713468972636411,-0.04636305744402725,187.3419982910156,229.52019958496095,0.045235327216985165,0.296,2024-02-05,234.13839981079101,232.08549964904785,195.09691197667138,179.58708460535985,275.56085588055305,183.47954328936888,15.5618166562315,35.52796126684825,-14.073484007023637,-0.005042858776994556,0.04105548959785763,0
185.10000610351562,11.433743476867676,0.02206779799027196,0.04058031557903714,186.04400024414062,228.5379995727539,0.04647751163963964,0.42100000000000004,2024-02-06,233.2763999938965,232.19604965209962,192.26458970062063,179.8234107876606,276.23582680124025,180.84017234426756,31.677068937589823,38.01200991765409,-13.823043436289396,-0.03713468972636411,0.0034508226289791306,1
187.5800018310547,12.125262260437012,0.013309178288648728,0.05872212884368065,186.102001953125,227.58059967041015,0.047163049239767614,0.498,2024-02-07,232.3917999267578,232.3085496520996,192.38576789475226,179.81823601149776,276.61512685699154,178.5460724838288,50.91254964623457,38.38501639836612,-13.271467336380113,0.02206779799027196,-0.022699471099276523,1
189.55999755859375,12.153681755065918,0.010500153377802503,0.002341082675636708,186.24200134277345,226.65019958496094,0.021944332676490205,0.99,2024-02-08,231.5434997558594,232.44359962463378,192.85553990226055,179.62846278328635,276.77963093609065,176.52076823383123,52.14722950056963,38.78603686165063,-12.530130649224333,0.013309178288648728,0.008347821172369478,1
193.57000732421875,12.011588096618652,0.02093365777497024,-0.011760290449681998,187.3740020751953,225.58719970703126,0.022605925690016383,0.8895,2024-02-09,230.8263998413086,232.60809967041016,196.76810681772366,177.97989733266695,276.2310238914184,174.94337552264415,64.61776607097539,36.76478120558639,-11.486630976853263,0.010500153377802503,-0.005042858776994556,1
188.1300048828125,12.29577350616455,-0.02850600281752684,0.023383727401048583,188.78800354003906,224.46699981689454,0.021094062802597447,0.7484999999999999,2024-02-12,230.04269989013673,232.77999969482423,195.02956507623765,182.54644200384047,275.9073596139169,173.02664001987216,69.69360032370713,36.24846747143257,-10.97213278468783,0.02093365777497024,-0.03713468972636411,0
184.02000427246094,12.011588096618652,-0.022088768605910858,-0.023383727401048663,188.57200317382814,223.34579986572265,0.021959436147753874,0.9215,2024-02-13,229.25699996948242,232.8991497039795,195.48982808798715,181.65417825966912,275.830350904025,170.86124882742027,47.003325263620496,36.23956941602513,-10.77186065678353,-0.02850600281752684,0.02206779799027196,0
188.7100067138672,11.897913932800293,0.02516701014711292,-0.009508773556343388,188.79800415039062,222.3433999633789,0.022644287899525807,0.972,2024-02-14,228.58710006713866,233.02114974975586,195.62705222819199,181.96895607258926,275.5306560519042,169.15614387485363,52.7928924101331,37.901904129375424,-10.118064798777311,-0.022088768605910858,0.013309178288648728,1
200.4499969482422,12.18004035949707,0.06035334314528131,0.023435490877866574,190.97600402832032,221.64079986572267,0.02951213272087782,0.927,2024-02-15,228.14279998779296,233.2142497253418,203.55001621674512,178.40199183989552,275.0420630908574,168.23953664058794,68.15604767416716,41.85410098610709,-8.554002557440214,0.02516701014711292,0.010500153377802503,1
199.9499969482422,11.96601390838623,-0.0024975038337594173,-0.017728118571263607,192.252001953125,220.86539978027344,0.029417555887226145,0.807,2024-02-16,227.67239990234376,233.41244972229003,207.21089980095465,177.29310410529533,274.3802211067417,167.35057845380516,62.04681014617438,40.89863297043174,-7.271002196763675,0.06035334314528131,0.02093365777497024,0
193.75999450683594,11.917370796203613,-0.031447068575792124,-0.004073390773003606,193.37799987792968,219.9531997680664,0.028527932476022567,0.9099999999999999,2024-02-20,227.16879989624024,233.57819969177245,207.6157121198197,179.14028763603966,273.73482150421734,166.1715780319155,60.33784522105075,39.564362403234334,-6.6767314286333885,-0.0024975038337594173,-0.02850600281752684,0
194.77000427246094,11.810358047485352,0.005199145723306879,-0.009020119455298084,195.5279998779297,218.99579986572266,0.02801762520083982,0.8605,2024-02-21,226.71149993896483,233.74604972839356,205.22158251621613,185.83441723964324,272.83330403630373,165.1582956951416,72.27517162181988,38.932817590495816,-6.054475985932953,-0.031447068575792124,-0.022088768605910858,1
197.41000366210938,11.790901184082031,0.013463405650618309,-0.0016487991272219303,197.26799926757812,218.06720001220702,0.028022692857728005,0.705,2024-02-22,226.22179992675783,233.88279975891112,203.25836340040587,191.27763513475037,271.7571178075274,164.37728221688667,69.70107841206328,39.33673510868215,-5.287358796199271,0.005199145723306879,0.02516701014711292,1
191.97000122070312,11.810358047485352,-0.027943686650054866,0.0016487991272219021,195.5720001220703,217.1117999267578,0.029782484445191736,0.5355,2024-02-23,225.63929992675781,233.98369979858398,201.85261084086122,189.2913894032794,270.92754977511004,163.29605007840559,23.13058243461596,39.096097477350924,-5.060046562574826,0.013463405650618309,0.06035334314528131,0
199.39999389648438,11.625516891479492,0.03797371074003026,-0.0157745327961867,195.46199951171874,216.35959991455078,0.03147249336207845,0.47100000000000003,2024-02-26,225.1172998046875,234.134949798584,201.36727261773038,189.5567264057071,270.0914607142354,162.6277391148662,48.789073339590935,41.59553116301425,-4.231582615512423,-0.027943686650054866,-0.0024975038337594173,1
199.72999572753906,11.67416000366211,0.001653606167566249,0.004175438403974914,196.65599975585937,215.5683999633789,0.0295049032035379,0.975,2024-02-27,224.64929977416992,234.29089981079102,203.21824313774917,190.09375637396957,269.08671536601304,162.05008456074478,67.71513073653288,41.08205719279857,-3.5079530794049276,0.03797371074003026,-0.031447068575792124,1
202.0399932861328,11.96601390838623,0.011499231283567918,0.024692604620513547,198.10999755859376,214.5881997680664,0.027817703402499182,0.9385,2024-02-28,224.05809967041014,234.4406997680664,205.72070695535848,190.49928816182904,267.2423331071272,161.9340664290056,70.02752467889276,38.46008750719466,-2.716756878869859,0.001653606167566249,0.005199145723306879,1
201.8800048828125,12.102210998535156,-0.0007921787106965236,0.011317705769182842,199.00399780273438,213.55579986572266,0.027384729087330178,0.981,2024-02-29,223.4763998413086,234.61019981384277,207.2289403015567,190.77905530391206,265.10857454803676,162.00302518340854,64.26294223271285,37.713035390570084,-2.078676231093084,0.011499231283567918,0.013463405650618309,0
202.63999938964844,12.111939430236816,0.0037575170226514664,0.0008035328147249637,201.13799743652345,212.56699981689454,0.019900330027653564,0.5854999999999999,2024-03-01,222.89749984741212,234.79164978027345,204.07454414105422,198.20145073199268,262.9879538023537,162.1460458314354,98.54423323369048,38.19484147983151,-1.494440535211595,-0.0007921787106965236,-0.027943686650054866,1
188.13999938964844,12.394064903259277,-0.07424463938175002,0.023026025317374913,198.88599853515626,211.18539978027343,0.031111618878873943,0.5105,2024-03-04,222.18219970703126,234.89974975585938,211.1004616101535,186.67153546015902,260.3831981732669,161.98760138727997,18.826119760489163,34.21100668182362,-2.176370510971566,0.0037575170226514664,0.03797371074003026,0
180.74000549316406,12.238410949707031,-0.04012679843323044,-0.012638276907962152,195.08800048828124,209.85739990234376,0.03200593255988776,0.296,2024-03-05,221.35339981079102,234.93414978027343,215.22835536622256,174.94764561033992,258.6770980501527,161.0377017545348,12.216455221207127,34.635320709287996,-3.276157093284013,-0.07424463938175002,0.001653606167566249,0
176.5399932861328,12.043841361999512,-0.023512123304642613,-0.016026005290920107,189.98800048828124,208.2981997680664,0.032082077868240154,0.758,2024-03-06,220.48889984130858,234.93239974975586,213.88951219609964,166.08648878046284,256.27075012161686,160.32564941451596,2.8127121237961603,31.692652784073303,-4.435521832770235,-0.04012679843323044,0.011499231283567918,0
178.64999389648438,12.073026657104492,0.01188110874296599,0.002420323346220975,185.3419982910156,206.82039978027345,0.031958107105148174,0.715,2024-03-07,219.68669982910157,234.92494972229005,206.56665858959448,164.11733799243675,253.7717107514779,159.86908880906898,9.906782865913328,32.66062746016384,-5.124989636011776,-0.023512123304642613,-0.0007921787106965236,1
175.33999633789062,11.849272727966309,-0.018701625030085045,-0.01870726981089701,179.88199768066406,205.195,0.031511579712042416,0.9045000000000001,2024-03-08,218.9288998413086,234.85729972839354,189.99374196772365,169.77025339360446,250.71613693453415,159.67386306546584,6.694163465564856,30.86053649187133,-5.870811912330851,0.01188110874296599,0.0037575170226514664,0
177.77000427246094,11.781172752380371,0.013763678693560029,-0.005763764730672361,177.80799865722656,203.5216000366211,0.028258520196105006,0.763,2024-03-11,218.16739990234376,234.81729972839355,181.93182415201733,173.6841731624358,246.69448182161165,160.34871825163054,23.34193159673518,30.070029347964592,-6.194394978343553,-0.018701625030085045,-0.07424463938175002,1
177.5399932861328,11.781172752380371,-0.0012947061441473569,0.0,177.16799621582032,202.00880004882814,0.028121288721931714,0.352,2024-03-12,217.39429977416992,234.7904997253418,179.70434869120834,174.6316437404323,243.34110873327472,160.67649136438155,36.97066542078372,31.266097860783873,-6.395671533492589,0.013763678693560029,-0.04012679843323044,0
169.47999572753906,12.034112930297852,-0.04646099727496628,0.02124263322386121,175.75599670410156,200.42880004882812,0.028756668066165943,0.5329999999999999,2024-03-13,216.6622998046875,234.71554969787599,183.18400684155105,168.32798656665207,240.53186920950287,160.32573088815337,28.12889977991061,30.754238024035786,-7.12344446275938,-0.0012947061441473569,-0.023512123304642613,0
162.5,11.751986503601074,-0.042056898779332184,-0.023723070586820022,172.5259979248047,198.7104000854492,0.02904038365353606,0.685,2024-03-14,216.08619979858398,234.56219970703125,185.57808982228937,159.47390602732003,237.76967661482598,159.65112355607243,11.565953379736683,29.751130546441757,-8.169266850418694,-0.04646099727496628,0.01188110874296599,0
163.57000732421875,11.73253059387207,0.006563076277915342,-0.001656914136184411,170.1720001220703,197.21280029296875,0.02932579752087241,0.7505,2024-03-15,215.60199981689453,234.3742497253418,184.83289215471703,155.51110808942357,235.79206209482058,158.63353849111692,18.646838661845422,31.58024410910207,-8.810189597217857,-0.042056898779332184,-0.018701625030085045,1
173.8000030517578,11.849272727966309,0.060664152342604714,0.009901116229815597,169.37799987792968,195.93020050048827,0.033111054016173994,0.478,2024-03-18,215.21919982910157,234.2235997772217,182.3094464885342,156.44655326732516,233.22704543149143,158.6333555694851,42.52916799709641,34.943890254213585,-8.395867992117616,0.006563076277915342,0.013763678693560029,1
171.32000732421875,11.96601390838623,-0.014372034891457558,0.009803964762275737,168.13400268554688,194.60680053710936,0.0312792353891163,0.361,2024-03-19,214.76719985961915,234.04259979248047,177.96446162170662,158.30354374938713,230.55607796293776,158.65752311128097,39.208904104149475,34.61234364460171,-8.173412057644839,0.060664152342604714,-0.0012947061441473569,0
175.66000366210938,12.549720764160156,0.025017133837829976,0.047627958169938395,169.37000427246093,193.31100067138672,0.03190709125400978,0.371,2024-03-20,214.39959991455078,233.8510498046875,181.36285283780944,157.37715570711242,227.12287130294294,159.4991300398305,62.31077726840828,35.029346672933116,-7.5597683890649705,-0.014372034891457558,-0.04646099727496628,1
172.82000732421875,12.569177627563477,-0.016299696542812377,0.0015491815756572516,171.4340057373047,192.06820068359374,0.03193657134779298,0.9935,2024-03-21,214.07020004272462,233.62709983825684,180.77389164830515,162.09411982630422,224.1557534991379,159.9806478680496,74.61834811893124,35.46364793846797,-7.21939464275502,0.025017133837829976,-0.042056898779332184,0
170.8300018310547,12.559449195861816,-0.01158171211632812,-0.0007742907924144152,172.88600463867186,190.80600067138673,0.03163342473209691,0.8645,2024-03-22,213.70550003051758,233.37469985961914,176.78655773540004,168.9854515419437,221.08482896432918,160.52717237844428,66.59048891610243,35.303432854330126,-7.029194628516649,-0.016299696542812377,0.006563076277915342,0
172.6300048828125,12.549720764160156,0.010481683435756076,-0.000774890783243027,172.65200500488282,189.7142007446289,0.03146127651611079,0.586,2024-03-25,213.45820007324218,233.11499984741212,176.41640111756874,168.8876088921969,218.53550410016152,160.89289738909628,45.6505634408407,36.98937172544102,-6.656482754218018,-0.01158171211632812,0.060664152342604714,1
177.6699981689453,12.102210998535156,0.0287772826285837,-0.03631025240075562,173.92200317382813,188.88980072021485,0.033033304725963976,0.792,2024-03-26,213.22650009155274,232.82904983520507,179.35451998658326,168.489486361073,216.64313260507808,161.13646883535162,69.83133361480932,40.01937016447866,-5.886563926694578,0.010481683435756076,-0.014372034891457558,1
179.8300018310547,12.705377578735352,0.012084083617363902,0.04863717217746586,174.7560028076172,188.08820068359375,0.028784390599001005,0.9915,2024-03-27,212.9682000732422,232.50619987487792,182.36640781731225,167.14559779792214,214.465726461692,161.71067490549552,65.07591329301836,40.348679939108884,-5.043959836054171,0.0287772826285837,0.025017133837829976,1
175.7899932861328,12.919403076171875,-0.02272190773999231,0.016704960513193024,175.35,187.29300048828125,0.025685629629641164,0.8185,2024-03-28,212.54100006103516,232.13599983215332,182.66267111845735,168.03732888154263,212.66968592982107,161.91631504674143,59.880183592603906,40.4109568876664,-4.6485987961324895,0.012084083617363902,-0.016299696542812377,0
175.22000122070312,12.929131507873535,-0.0032477284143495326,0.0007527260107816873,176.22799987792968,186.55980041503906,0.0259269534163509,0.387,2024-04-01,212.09360000610351,231.71854988098144,181.63237368012437,170.82362607573498,211.14296275928606,161.97663807079206,66.12784420564049,41.02438462369549,-4.331336963280734,-0.02272190773999231,-0.01158171211632812,0
166.6300048828125,12.919403076171875,-0.05026651935105258,-0.0007527260107817864,175.0279998779297,185.64860046386718,0.024019247672652816,-0.177,2024-04-02,211.56720001220702,231.2677498626709,185.0869857182246,164.96901403763476,209.72643453204026,161.5707663956941,35.294113247176,39.280000574448536,-4.718651907934799,-0.0032477284143495326,0.010481683435756076,0
168.3800048828125,13.279356002807617,0.010447544054431742,0.027480353355493054,173.1700012207031,184.8402005004883,0.024134898291237245,0.382,2024-04-03,211.02920013427735,230.83014991760254,184.17627595693185,162.16372648447438,208.45510771008398,161.2252932908926,22.85215384354703,40.41544198711318,-4.828728837131763,-0.05026651935105258,0.0287772826285837,1
171.11000061035156,12.851303100585938,0.016083269202606634,-0.03276543430230726,171.4260009765625,184.07960052490233,0.02318127659559966,0.165,2024-04-04,210.51920013427736,230.38299987792968,179.53885458650137,163.31314736662364,206.9376266108193,161.22157443898536,25.339352847560505,41.08323592513555,-4.642165759666085,0.010447544054431742,0.012084083617363902,1
164.89999389648438,12.919403076171875,-0.03696743555877544,0.005285080946814119,169.2480010986328,183.22100036621094,0.025355385815480875,0.0,2024-04-05,210.0684001159668,229.83524978637695,177.35011908630915,161.14588311095648,205.6589613748558,160.78303935756608,22.569258407135422,40.160438658516426,-4.938481083445453,0.016083269202606634,-0.02272190773999231,0
172.97999572753906,13.045873641967773,0.04783676362708771,0.009741591997958834,168.8,183.02800018310546,0.030082674852049098,0.878,2024-04-08,209.65170013427735,229.40284980773924,175.35009842800278,162.24990157199724,205.6519483058196,160.40405206039134,45.906422801181215,47.59985860781833,-4.4697994265680165,-0.03696743555877544,-0.0032477284143495326,1
176.8800048828125,13.172343254089355,0.022295607975213145,0.009647535799313005,170.85,182.90060028076172,0.03071088490999706,0.8049999999999999,2024-04-09,209.1834001159668,228.9641999053955,179.9312383249303,161.7687616750697,205.5910893907414,160.21011117078206,72.60695617290682,48.44109582452492,-3.7405489715958424,0.04783676362708771,-0.05026651935105258,1
171.75999450683594,12.705377578735352,-0.02937344256551801,-0.03609408831046465,171.5259979248047,182.51720031738282,0.03067354779494996,0.785,2024-04-10,208.52690002441406,228.5399998474121,180.18112574974313,162.87087009986627,205.30155998118207,159.73284065358357,56.48998950519731,45.2490721637321,-3.5350054374750925,0.022295607975213145,0.010447544054431742,0
